frequency_hz,frequency_mhz,mean_amplitude,std_amplitude,min_amplitude,max_amplitude,peak_to_peak,linear_slope_db_per_hour,linear_r2,first_to_last_delta_db
47974710.528,47.974710527999996,-55.09748322134669,0.08400110635476425,-55.3885841,-54.8608437,0.5277404000000061,0.008380509424109383,0.0008292036596052599,-0.03085330000000397
48321852.8,48.321852799999995,-58.1191971232092,0.11249965361482037,-58.4619255,-57.7885857,0.6733398000000008,-0.00037135743084457465,9.07762529589462e-07,-0.06739040000000074
48668995.072,48.668995071999994,-60.55848483237818,0.13819447904828205,-61.0303001,-59.849823,1.1804770999999974,-0.03419300985307492,0.005100158363005813,-0.6160544999999971
49016137.344,49.01613734399999,-62.49478750744983,0.15662159996926975,-62.9605141,-62.0382996,0.9222144999999955,0.017451321070315138,0.0010342932486520073,-0.3366660999999951
49363279.616,49.363279616,-64.03226435429806,0.18694005166650043,-64.6396637,-63.4986839,1.1409797999999967,-0.017472817797805185,0.0007277991840720643,-0.17583079999999995
49710421.888,49.710421888,-65.40461154957033,0.21738052343855246,-66.0952225,-64.715889,1.3793335000000013,-0.043341393871588516,0.0033117296233490245,-0.9076996000000008
50057564.16,50.05756416,-66.57933850042977,0.2512782419706393,-67.5555573,-65.9185486,1.6370087000000098,-0.03270552415646158,0.0014113113764894214,-0.10953519999999628
50404706.432,50.404706432,-67.49958595787975,0.265568033083946,-68.3204041,-66.5659714,1.7544327000000095,-0.05818433859370636,0.003998996227330687,-0.03839110000001256
50751848.704,50.751848704000004,-68.27964230702008,0.2818820410968883,-69.091568,-67.4546814,1.6368865999999969,-0.0056515936936844405,3.3488634019529506e-05,-0.27218619999999305
51098990.976,51.098990976,-69.02669288022922,0.32863226581858096,-69.926239,-68.0857468,1.8404922,-0.001887949250322472,2.7494803134242574e-06,0.14814000000001215
51446133.248,51.446133248,-69.56472507249283,0.33430365934118456,-70.7120819,-68.5895996,2.1224823000000015,-0.013803506746503566,0.00014203225669862096,0.15922549999999092
51793275.52,51.79327552,-69.95742501776513,0.348759476124456,-71.158989,-68.705452,2.4535370000000114,-0.009050934053696405,5.6108047062020105e-05,0.29550940000000026
52140417.792,52.140417792,-70.3019279643267,0.354762527198601,-71.3473892,-69.1736374,2.173751799999991,0.06260444034332534,0.002594329772862891,-0.6283645999999976
52487560.064,52.487560064,-70.57499597636098,0.3672933835411022,-71.6883087,-69.3137054,2.3746032999999898,0.015324149869604613,0.00014501634540020625,-0.1662064000000072
52834702.336,52.834702336,-70.7665740187679,0.38158843727121744,-72.1180038,-69.6802597,2.4377441000000033,0.07573388070484317,0.0032815603399144466,0.7112122000000056
53181844.608,53.181844608000006,-70.84573524813759,0.37913704380929997,-72.5159607,-69.6839981,2.831962599999997,-0.03351949664011778,0.0006511678081841943,0.42881780000000447
53528986.88,53.528986880000005,-70.90797420873922,0.38608230313264436,-72.2603302,-69.8671875,2.3931426999999985,0.022148638346991198,0.00027417298335929985,-0.3823471999999981
53876129.152,53.876129152000004,-71.00486781661897,0.39065911123176905,-72.2993088,-69.8086777,2.4906311000000017,-0.01577048074895869,0.000135763909175024,-0.6287841999999983
54223271.424,54.223271424,-70.96436931604583,0.3649000484832258,-72.0541992,-69.7481995,2.305999700000001,-0.008177163155504099,4.1835779836740805e-05,-0.02737430000000529
54570413.696,54.570413696,-70.94531396647565,0.3850010084355579,-72.4866943,-69.9282608,2.5584334999999925,-0.03064610740338619,0.0005278582202711268,0.515838599999995
54917555.968,54.917555968,-70.9358691895416,0.3839940296124024,-72.048912,-69.832283,2.2166289999999975,0.0076338189613800326,3.2924952218738035e-05,0.008163499999994883
55264698.24,55.26469824,-70.89763068724922,0.38234560138678003,-72.0494156,-69.8798294,2.1695861999999977,-0.06381314871860432,0.002320590644177445,0.1977005000000105
55611840.512,55.611840512,-70.79919179111745,0.3633075220222643,-72.0385437,-69.7027359,2.335807800000012,0.01865597372630643,0.0002196733880068802,0.7969818000000117
55958982.784,55.958982784,-70.7054234915473,0.35939690290238446,-71.7381668,-69.4894257,2.2487411000000037,-0.05849648725519017,0.002206994742952384,-0.36020659999999793
56306125.056,56.306125056,-70.67836269727805,0.36114755899254325,-71.6901093,-69.6611099,2.0289994000000036,-0.005661486704259375,2.0473024237355197e-05,-0.5536574999999999
56653267.328,56.653267328,-70.58065800243558,0.3629922091269449,-71.6820297,-69.681366,2.000663700000004,-0.07703527586180858,0.003752105672081285,0.3691102000000086
57000409.6,57.000409600000005,-70.44145791862479,0.3573206982046851,-71.5540695,-69.3416443,2.2124251999999984,-0.012600699499482036,0.00010360085657368234,-0.7418595000000039
57347551.872,57.347551872000004,-70.40475356762181,0.35714550564090247,-71.655365,-69.4979324,2.157432600000007,-0.09282167580146848,0.005627283767748903,-0.1160964999999976
57694694.144,57.694694144,-70.33009821690545,0.3644353959264051,-71.4540787,-69.3094482,2.144630499999991,0.008962559327314734,5.038640450694132e-05,0.10692600000000141
58041836.416,58.041836416,-70.17042995042974,0.3485001043082734,-71.4125214,-69.2270737,2.1854476999999974,0.01635739096545649,0.00018353235106727261,0.3923340000000053
58388978.688,58.388978688,-70.06054550186235,0.3640280312005651,-71.1975632,-69.0145721,2.1829911000000095,0.010497427756786257,6.927659283018084e-05,0.35038000000000125
58736120.96,58.73612096,-69.94033340114609,0.32874968694702483,-71.0642395,-68.873436,2.1908035000000012,0.012274952088993957,0.0001161446742267147,-0.5515670000000057
59083263.232,59.083263232,-69.82007173481374,0.31452542365881253,-70.8895264,-68.8890152,2.000511199999991,-0.0611946659024894,0.003153595656657626,0.34378050000000826
59430405.504,59.430405504,-69.64509555114613,0.3682485454712428,-70.7894974,-68.5535583,2.235939099999996,0.04136215399864858,0.0010510287572268462,-1.0858077999999978
59777547.776,59.777547776,-69.5364705614613,0.3366289473831407,-70.7074051,-68.6089096,2.0984954999999985,0.025610463887208123,0.00048219461558951515,0.6646040999999911
60124690.048,60.124690048,-69.39726313123195,0.3251731796065933,-70.4851227,-68.4807358,2.0043869,-0.01396105465897108,0.00015356682461376003,0.22748570000000257
60471832.32,60.47183232,-69.2174414716333,0.3214428972132963,-70.1408844,-67.9930496,2.1478347999999983,0.010759535796823162,9.334042772879414e-05,0.4947128999999961
60818974.592,60.818974592000004,-69.04036404484243,0.32705758766619397,-70.2789001,-67.8761978,2.4027023000000014,-0.039974938112744066,0.0012445648369595608,0.6223067999999898
61166116.864,61.166116864,-68.91588074298,0.3144373820810489,-69.8484192,-68.0627594,1.7856597999999906,-0.03126632303959535,0.0008237125110898136,-0.4275665999999916
61513259.136,61.513259136,-68.7257878755015,0.3075536585265283,-69.7201691,-67.8604965,1.8596726000000103,0.06011495362231636,0.0031828313151779364,0.13650509999999372
61860401.408,61.860401408,-68.53724703108885,0.2958676734367625,-69.4386215,-67.6770477,1.7615737999999936,0.02026031777700744,0.00039065002560767503,-0.12534330000001148
62207543.68,62.20754368,-68.36109986618905,0.29660811049784014,-69.2973557,-67.4141998,1.8831558999999913,-0.03744054446764239,0.0013274209009790372,-0.26697540000000686
62554685.952,62.554685952,-68.14317157850992,0.28979903460104683,-69.1573944,-67.334671,1.822723400000001,-0.03440795861936477,0.0011743953700596999,0.8567658000000051
62901828.224,62.901828224,-67.9476980954155,0.2896321784264824,-68.9768906,-67.0857925,1.8910981000000078,0.029103930230051443,0.0008412015115087934,-0.17780299999999727
63248970.496,63.248970496,-67.69694798954148,0.28261567681005284,-68.7205353,-66.8745117,1.8460235999999952,0.0025495274850684617,6.779806263845778e-06,-0.17446129999999016
63596112.768,63.596112768,-67.48624804842412,0.27531912736876524,-68.4662704,-66.7188263,1.7474440999999956,0.009513939690834208,9.948060186282248e-05,0.022743199999993635
63943255.04,63.94325504,-67.19352390902588,0.25944702163118116,-68.0377045,-66.4292068,1.608497700000001,0.003572605226886481,1.5796579743376782e-05,-0.5749434999999892
64290397.312,64.290397312,-66.88972429312324,0.2635548943748831,-68.1175995,-66.1628876,1.9547118999999924,0.05399930877223764,0.0034972333756955187,-0.5125960999999961
64637539.584,64.637539584,-66.59102548638964,0.2596824728624886,-67.5990753,-65.8501282,1.7489470999999952,-0.0058804651261375,4.271972673108859e-05,-0.38675690000000884
64984681.856,64.984681856,-66.25657864856726,0.2361165276090695,-67.0611038,-65.565918,1.4951858000000016,-0.004409763854452223,2.9058171052143145e-05,-0.06092069999999694
65331824.128,65.331824128,-65.84721949455583,0.2294497052101432,-66.7226944,-65.1314621,1.5912323000000015,-0.027616971464380587,0.0012068894167598376,-0.18117519999999843
65678966.4,65.6789664,-65.37883634025788,0.21884173550320798,-66.0411911,-64.6609116,1.3802795000000003,-0.01274380617030155,0.00028250647022631803,-0.3501205999999968
66026108.672,66.02610867199999,-64.8845999528654,0.2019647447237307,-65.5346375,-64.2526474,1.2819901000000016,0.000948260939829857,1.836517103837032e-06,-0.1432877000000019
66373250.944,66.37325094399999,-64.29636083137538,0.19178186333843986,-64.8080826,-63.7362747,1.0718079000000031,0.025356416258704325,0.0014563007134074102,0.21738440000000026
66720393.216,66.720393216,-63.59578638094556,0.17563540384853446,-64.2644577,-63.0750237,1.1894339999999914,0.012210985110360794,0.0004026870475646316,0.19018169999999657
67067535.488,67.067535488,-62.77981887478511,0.15479636557214907,-63.2250175,-62.3313599,0.8936575999999974,-0.03530813594853467,0.004334294785459436,-0.18521879999999413
67414677.76,67.41467776,-61.84964985501438,0.145577050534041,-62.2318573,-61.36203,0.8698273000000043,-0.0013005027980806665,6.64855298981859e-06,0.18875119999999868
67761820.032,67.761820032,-60.767419447851125,0.1324317370509851,-61.2225914,-60.2144356,1.0081557999999973,0.013675876048322056,0.0008884163559484959,0.19076160000000186
68108962.304,68.108962304,-59.882263212750715,0.11481914084941168,-60.2665062,-59.4783859,0.7881203000000028,-0.011758923928791661,0.0008737696600321643,0.13773350000000306
68456104.576,68.456104576,-59.872065185386795,0.11819609812802187,-60.3318291,-59.4754143,0.8564148000000031,0.005955527305160297,0.00021150690254145843,0.05821989999999744
68803246.848,68.803246848,-61.302071383954164,0.14921973079819642,-61.7395363,-60.8003387,0.9391976,-0.016850458214373608,0.001062334561013678,-0.3263359000000037
69150389.12,69.15038912,-64.15281673839549,0.20766366993347263,-64.8593292,-63.5359001,1.3234291000000056,-0.04048039194354956,0.0031656197932755648,-0.30917359999999405
69497531.392,69.497531392,-67.58725000573061,0.29690802003344374,-68.7107468,-66.6677246,2.043022199999996,-0.006814115121108488,4.3879882905217826e-05,-0.14430229999999256
69844673.664,69.844673664,-70.98971311704874,0.38916099895401945,-72.2664566,-69.6505661,2.615890499999992,-0.0039938311810187145,8.774273596912074e-06,-0.933410699999996
70191815.936,70.191815936,-73.41256235071633,0.4213989699769013,-74.6769714,-71.6595154,3.0174559999999957,0.08335555942614027,0.0032596621250705615,-1.9624099999999913
70538958.208,70.53895820800001,-74.46884239183386,0.434676179316888,-76.0741348,-73.0743637,2.9997710999999896,0.007174165187906966,2.269349817451971e-05,-1.1699141999999938
70886100.48,70.88610048000001,-74.55176969527224,0.4159833610085059,-75.7969818,-73.0139542,2.783027599999997,-0.08829038888237144,0.003752885592080868,-1.0757294000000002
71233242.752,71.23324275200001,-74.15980334068772,0.4072374385092575,-75.2992554,-72.8607635,2.4384919000000025,-0.03972105845226105,0.0007925681499528769,-0.07437889999999925
71580385.024,71.58038502400001,-73.63338177464182,0.43391398160759637,-75.3073578,-72.4461823,2.8611755000000016,-0.015247981273634748,0.00010287451389900948,-0.24771880000000124
71927527.296,71.92752729600001,-72.98786812578797,0.40726823645751337,-74.4121399,-71.5775528,2.834587099999993,0.006745206686572982,2.2851769161835733e-05,-0.5249938999999983
72274669.568,72.27466956800001,-72.42390810372494,0.4036854416855061,-73.8160095,-71.3420181,2.4739914000000027,0.1254879132289563,0.008050224732025102,0.6175080000000008
72621811.84,72.62181184,-71.98230408767903,0.4206930290970504,-73.2721558,-70.9098282,2.362327599999986,0.0786989553500887,0.002915396903981904,-0.5337829000000056
72968954.112,72.968954112,-71.5164285128939,0.39489849802543664,-73.0795593,-70.3992233,2.680335999999997,0.0761287616474908,0.0030961140600214154,0.02682499999998811
73316096.384,73.316096384,-71.11626517392557,0.38222306715624854,-72.2450409,-70.0465317,2.1985092000000037,0.028727457811177637,0.00047059898851709026,0.6878586000000126
73663238.656,73.663238656,-70.76366168753584,0.36422142980520655,-71.9078369,-69.662323,2.245513900000006,-0.0396703012091753,0.0009883036307710702,0.8841323999999986
74010380.928,74.010380928,-70.46627451461319,0.38542034727964297,-71.6650238,-69.2567596,2.408264200000005,-0.008792504405813592,4.3355709443582136e-05,0.13146209999999314
74357523.2,74.3575232,-70.15920410530087,0.36314418701192414,-71.2934418,-69.005722,2.2877197999999908,0.03351870451978642,0.000709752026956112,0.3272400000000033
74704665.472,74.704665472,-69.87675279312319,0.34055539416152547,-71.1797791,-69.0699158,2.1098633000000007,-0.047764263934071474,0.0016387814391023436,0.6231460999999996
75051807.744,75.051807744,-69.63440160000006,0.3386122763799949,-70.8510818,-68.6907272,2.160354600000005,-0.0037445142814692602,1.0187695797636565e-05,0.3405381000000034
75398950.016,75.398950016,-69.49122853424068,0.33115222134523664,-70.8899612,-68.4217987,2.4681625000000054,-0.017946381066939333,0.00024467455651322467,-0.09204100000000892
75746092.288,75.746092288,-69.33227453868193,0.3452806483133657,-70.6242523,-68.3041611,2.320091199999993,0.01793339991011205,0.0002247352380417844,0.6996231999999907
76093234.56,76.09323456,-69.19471633438397,0.34070689192158865,-70.2470322,-68.2377014,2.0093308000000007,0.042998383533314505,0.0013268835367599152,1.4956741000000022
76440376.832,76.440376832,-69.12711466504292,0.3149804182993708,-70.2224884,-68.2599716,1.962516800000003,0.040295692841063005,0.0013634541202502959,0.2764283000000063
76787519.104,76.787519104,-69.03442419068766,0.32062250197582276,-70.3783112,-68.050087,2.328224199999994,-0.041047155427248475,0.0013654271018791464,0.09326930000000289
77134661.376,77.134661376,-69.00539641719196,0.33165464968148,-70.4603806,-68.0798264,2.3805541999999917,0.05306315402212097,0.002132575055166064,-0.03942109999999843
77481803.648,77.481803648,-68.97852320200579,0.3223368425181571,-69.9195175,-67.9579926,1.9615249000000006,0.05328182880103443,0.0022762960009239386,0.34285739999999976
77828945.92,77.82894592,-68.9467889285101,0.31898152810371205,-69.8852921,-68.0392456,1.8460465,-0.09415348016069068,0.007258252475026761,-0.4387969999999939
78176088.192,78.176088192,-68.90692210787965,0.3182957369227808,-69.9513016,-67.9345322,2.016769399999987,-0.057548948915174244,0.0027233504584835977,-0.2248534999999947
78523230.464,78.52323046400001,-68.9384538177651,0.319858151853409,-69.9644852,-67.9533615,2.011123699999999,-0.013861084665453851,0.0001564479836201338,-0.08277130000000454
78870372.736,78.87037273600001,-68.94475736919765,0.3191269201073101,-69.9416428,-68.0650558,1.8765870000000007,0.016090503371692662,0.0002117886901282784,-0.014442400000007183
79217515.008,79.217515008,-68.96610526848147,0.3166096329958259,-69.9255447,-68.087204,1.8383407000000034,-0.050807094311623606,0.0021453139269855814,-0.5357283999999964
79564657.28,79.56465728,-68.99860148237823,0.3393641231640077,-70.0252304,-68.088562,1.936668400000002,-0.07275809403933137,0.0038293155635718,0.18865970000000232
79911799.552,79.911799552,-69.07439703681953,0.33227793856081705,-70.1867447,-68.119133,2.0676117000000005,-0.005104262128259844,1.965863270614321e-05,-0.35694879999999785
80258941.824,80.258941824,-69.08812245873922,0.3319424877801429,-70.1718216,-68.1524429,2.0193787000000043,-0.0656626206671759,0.0032598762916870028,0.5175933999999955
80606084.096,80.606084096,-69.11149306446995,0.3338303244835691,-70.1905899,-68.2122192,1.9783706999999993,-0.06507696926802072,0.0031658727411838505,-0.4172592000000037
80953226.368,80.953226368,-69.11968678338117,0.33782815893734114,-70.4039688,-68.1783752,2.2255935999999963,-0.0738815433985251,0.003984470452141675,-0.1199952000000053
81300368.64,81.30036864,-69.18747937492843,0.3130252980653894,-70.1578751,-68.2785187,1.8793563999999918,-0.02468323742083569,0.0005180071452849377,-0.17150879999999802
81647510.912,81.647510912,-69.1808832376791,0.3231809147622011,-70.1556854,-68.2463837,1.9093017000000003,0.05969004459849076,0.0028418606572875316,-0.39707190000000026
81994653.184,81.994653184,-69.14643320802298,0.32430323358276336,-70.2552948,-68.1306076,2.124687199999997,-0.04814952592105918,0.001836419338959172,0.08718100000000106
82341795.456,82.341795456,-69.09490476002861,0.3256264426343258,-70.2674179,-68.2081985,2.0592194000000035,-0.05372085492176731,0.002267445651414679,0.2582016000000067
82688937.728,82.688937728,-69.06389655128928,0.31472909198938215,-69.9790039,-68.1500092,1.8289946999999955,-0.07471579196517371,0.004695062906743042,-0.6097564999999889
83036080.0,83.03608,-68.94838405329513,0.3111205394248814,-69.9535828,-68.1161804,1.837402400000002,-0.07084674040650092,0.004319890768888612,-0.603424099999998
83383222.272,83.383222272,-68.82241498796564,0.3245435839704322,-70.014389,-67.7586594,2.255729599999995,-0.05519664446902002,0.002409737202985762,-0.22818759999999827
83730364.544,83.730364544,-68.73513566361031,0.3254964979922374,-69.8192902,-67.935318,1.8839722000000023,0.006724792243212413,3.5559487035929926e-05,0.40408329999999637
84077506.816,84.077506816,-68.50715902793698,0.29664131115262504,-69.5158691,-67.7580261,1.7578430000000083,-0.07217887525704596,0.004932275663257268,-0.4203033000000005
84424649.088,84.424649088,-68.31239805329515,0.3116791106273604,-69.3971176,-67.4144592,1.9826584000000054,-0.03540953654002892,0.0010752649210521437,-0.13218690000000777
84771791.36,84.77179136,-68.13134202478514,0.29288372288914494,-69.1146774,-67.170105,1.9445723999999984,0.01157689658015266,0.0001301620018735461,0.30717469999999025
85118933.632,85.118933632,-67.8913023773638,0.27932393374201875,-69.0749054,-67.1555557,1.9193497000000121,0.03356408948250806,0.0012028842153847252,-0.32407380000000785
85466075.904,85.466075904,-67.59733006819481,0.28221843268050234,-68.4110718,-66.8066864,1.6043853999999982,-0.05785912562426908,0.003501574459543799,-0.12686919999998736
85813218.176,85.81321817599999,-67.26984938868192,0.2654332863370206,-68.1092911,-66.3796768,1.7296142999999944,-0.028178340762926073,0.0009388807830364998,0.30651089999999215
86160360.448,86.160360448,-66.96706183753585,0.26978094003649206,-67.8814316,-66.2661972,1.6152344000000056,-0.07138089270870271,0.005832191929535324,0.1877289000000104
86507502.72,86.50750272,-66.5579557438395,0.24750296653661694,-67.3832092,-65.8355942,1.5476149999999933,-0.021709786962583244,0.0006409744093370806,-0.4196394999999882
86854644.992,86.854644992,-66.13351685200574,0.22895999069494222,-66.8714447,-65.4786224,1.3928222999999917,-0.050190205669162005,0.004003217051146701,0.05087279999999339
87201787.264,87.201787264,-65.74004444842404,0.23952187894471047,-66.3099442,-64.9808273,1.3291169000000025,-0.06927739585262276,0.006969202972976096,-0.7740326000000124
87548929.536,87.548929536,-65.2974378686246,0.22019162682208265,-65.9841766,-64.702652,1.2815245999999973,-0.058766167380690945,0.005933945045293099,-0.014198399999997946
87896071.808,87.896071808,-64.80039656747851,0.1972893111248851,-65.4986115,-64.2010422,1.2975692999999922,-0.05313648420989726,0.006043226940314783,0.3763579999999962
88243214.08,88.24321408,-64.34363515888246,0.1947518669339381,-64.9213333,-63.7916718,1.1296614999999974,-0.04429026144995629,0.0043086737758101235,-0.3113479999999953
88590356.352,88.590356352,-63.94916062779363,0.19179963160724284,-64.5884933,-63.2581978,1.3302954999999983,-0.0238795179678479,0.0012913559237400785,0.003040300000002105
88937498.624,88.937498624,-63.52542241031518,0.16748574471768102,-64.0049286,-62.9392052,1.065723399999996,-0.009104017845386447,0.00024615059395405314,0.2628516999999988
89284640.896,89.284640896,-63.23453047335238,0.17282665133185918,-63.7672882,-62.7537384,1.0135497999999998,-0.017607708009326282,0.0008647182195201664,0.3723487999999975
89631783.168,89.631783168,-63.06318470659022,0.17388606418584795,-63.6632195,-62.5395012,1.1237183000000002,-0.017528177705514222,0.0008465144281158965,0.21587370000000305
89978925.44,89.97892544,-63.030801794842404,0.17571049467422073,-63.6640015,-62.5453224,1.1186790999999943,-0.0010650936500068964,3.0610510513007227e-06,0.45645140000000595
90326067.712,90.326067712,-63.108575154584564,0.198227231564448,-63.9300308,-62.5915184,1.338512399999999,0.02433029569727645,0.0012550427742317183,-0.08390810000000215
90673209.984,90.673209984,-63.30205916318057,0.21588771500354775,-64.0569382,-62.7484703,1.3084679000000037,0.043332718773458,0.0033563435020722565,0.5595856000000055
91020352.256,91.020352256,-63.57863708237828,0.2230411418905473,-64.6005554,-62.9535904,1.6469650000000016,0.11557234021424644,0.022368055914762874,0.41869729999999805
91367494.528,91.367494528,-63.87894683925496,0.22182739181115457,-64.7593536,-63.3001251,1.4592284999999947,0.03439556823321573,0.002002926516282977,0.5142059000000003
91714636.8,91.7146368,-64.13548676633238,0.21815783257183233,-65.2161484,-63.5771523,1.6389960999999929,0.08328563806440671,0.0121419656221885,0.8436165000000031
92061779.072,92.061779072,-64.36486210702012,0.23372781791978128,-65.3125763,-63.5751572,1.7374191000000039,0.090294524591109,0.012433471612618763,0.39179230000000587
92408921.344,92.40892134399999,-64.57279376404011,0.21947480842509512,-65.3268127,-63.9625664,1.364246300000005,0.09269042872855877,0.014859041968902864,0.9580460000000102
92756063.616,92.75606361599999,-64.70446789369615,0.20686747919674275,-65.4920197,-64.1465607,1.3454590000000053,0.06922014647574211,0.00932762264123388,0.02917480000000694
93103205.888,93.10320588799999,-64.81987733939826,0.21137186749306008,-65.5475769,-64.1781158,1.3694610999999952,0.005123809727791796,4.895330339349524e-05,0.36740110000000925
93450348.16,93.45034815999999,-65.00965054971344,0.20587154593924553,-65.7095871,-64.4374771,1.2721099999999979,0.09814427656504701,0.01893335985844502,0.18405149999999537
93797490.432,93.79749043199999,-65.29909442148997,0.20922558013384013,-66.067627,-64.6904373,1.3771897000000024,0.011402848337620291,0.0002474500348905728,0.09455110000000388
94144632.704,94.144632704,-65.58631246704867,0.22506995573592178,-66.3736877,-64.9890976,1.3845901000000111,0.0461789081436563,0.0035070556238696593,-0.4129944000000023
94491774.976,94.491774976,-66.00491741733532,0.23871446086859716,-66.8322067,-65.3796387,1.4525679999999994,0.01511395086484753,0.0003339557608729171,-0.0370864999999867
94838917.248,94.838917248,-66.56181839140405,0.2486612838961827,-67.7391586,-65.7639236,1.9752349999999979,-0.04164142627827883,0.0023362818438779076,-0.8897247000000021
95186059.52,95.18605952,-67.16236762478509,0.2634382100702462,-67.9147644,-66.4203262,1.4944381999999905,-0.039706290440829003,0.0018925679487855618,-0.3996582000000046
95533201.792,95.533201792,-67.63038452621778,0.2701083021506048,-68.7038956,-66.892746,1.8111495999999931,-0.026048626995655324,0.0007747903312018689,-1.197357199999999
95880344.064,95.880344064,-67.98083877578797,0.3076174893115684,-68.844223,-67.1438751,1.700347899999997,0.012702527237529284,0.00014205241054410234,-0.7850647000000066
96227486.336,96.227486336,-68.39096980945561,0.2953484628443064,-69.7087479,-67.3729095,2.3358384,-0.0072960036113840065,5.083830185859117e-05,-0.9300689999999889
96574628.608,96.574628608,-68.5717828734957,0.30394666742404586,-69.6957245,-67.5014267,2.194297800000001,-0.09026227932640063,0.007346968963026113,0.4591446000000019
96921770.88,96.92177088,-68.7466135319484,0.32217831463774604,-69.9712982,-67.7323837,2.238914500000007,-0.030643300790388857,0.0007536485404368021,-0.4643936000000082
97268913.152,97.268913152,-68.88017425974216,0.3288420632292515,-69.7635803,-67.7463989,2.0171813999999983,-0.08004852176712642,0.0049365357736294024,-0.16680910000000893
97616055.424,97.616055424,-68.89098974885391,0.31537638728652556,-69.9002304,-67.9138412,1.986389200000005,-0.05513194686771578,0.002545884486850558,-0.29121400000001074
97963197.696,97.963197696,-68.8293003646132,0.31366029870897,-69.8283615,-67.8692551,1.959106399999996,-0.10444038591526089,0.00923651664224534,0.14181519999999637
