sample_id,frequency_hz,frequency_mhz,amplitude_dbm,liquid_type,source_file,range,is_outlier,amplitude_denoised_dbm,amplitude_smoothed_dbm,amplitude_normalized
50-150_CSV0,56533333.0,56.533333,-73.83,Air,CSV0.csv,50-150,False,-73.83,-73.871340307289,-1.1740905628361809
50-150_CSV0,56666667.0,56.666667,-73.9,Air,CSV0.csv,50-150,False,-73.9,-73.78912716573947,-1.1612002562472696
50-150_CSV0,56800000.0,56.8,-73.82,Air,CSV0.csv,50-150,False,-73.82,-73.71875122588986,-1.1501659200809802
50-150_CSV0,56933333.0,56.933333,-73.29,Air,CSV0.csv,50-150,False,-73.29,-73.64751552794935,-1.1389967813128794
50-150_CSV0,57066667.0,57.066667,-73.66,Air,CSV0.csv,50-150,False,-73.66,-73.539980385746,-1.1221362049383812
50-150_CSV0,57200000.0,57.2,-73.39,Air,CSV0.csv,50-150,False,-73.39,-73.46603792088823,-1.1105426686254265
50-150_CSV0,57333333.0,57.333333,-73.47,Air,CSV0.csv,50-150,False,-73.47,-73.37550833605657,-1.0963484159566625
50-150_CSV0,57466667.0,57.466667,-73.32,Air,CSV0.csv,50-150,False,-73.32,-73.29849297155837,-1.0842730756676604
50-150_CSV0,57600000.0,57.6,-73.3,Air,CSV0.csv,50-150,False,-73.3,-73.19436090225469,-1.0679460715687648
50-150_CSV0,57733333.0,57.733333,-73.06,Air,CSV0.csv,50-150,False,-73.06,-73.06625694671365,-1.047860483899288
50-150_CSV0,57866667.0,57.866667,-72.98,Air,CSV0.csv,50-150,False,-72.98,-72.95822164105822,-1.0309214862393303
50-150_CSV0,58000000.0,58.0,-73.02,Air,CSV0.csv,50-150,False,-73.02,-72.86306636155511,-1.0160019648193934
50-150_CSV0,58133333.0,58.133333,-72.58,Air,CSV0.csv,50-150,False,-72.58,-72.78947695325175,-1.0044637847079398
50-150_CSV0,58266667.0,58.266667,-72.58,Air,CSV0.csv,50-150,False,-72.58,-72.71467473030306,-0.9927354457931715
50-150_CSV0,58400000.0,58.4,-72.71,Air,CSV0.csv,50-150,False,-72.71,-72.59092840797551,-0.9733330971663245
50-150_CSV0,58533333.0,58.533333,-72.28,Air,CSV0.csv,50-150,False,-72.28,-72.49206930369307,-0.9578328481880265
50-150_CSV0,58666667.0,58.666667,-72.59,Air,CSV0.csv,50-150,False,-72.59,-72.40391958156167,-0.944011737321991
50-150_CSV0,58800000.0,58.8,-72.22,Air,CSV0.csv,50-150,False,-72.22,-72.31808434128706,-0.9305535171102512
50-150_CSV0,58933333.0,58.933333,-72.1,Air,CSV0.csv,50-150,False,-72.1,-72.23816279829916,-0.9180225132736899
50-150_CSV0,59066667.0,59.066667,-72.21,Air,CSV0.csv,50-150,False,-72.21,-72.17193527296408,-0.9076386124750598
50-150_CSV0,59200000.0,59.2,-72.44,Air,CSV0.csv,50-150,False,-72.44,-72.09664596273197,-0.8958339025045154
50-150_CSV0,59333333.0,59.333333,-72.01,Air,CSV0.csv,50-150,False,-72.01,-72.02021248774014,-0.8838497974365077
50-150_CSV0,59466667.0,59.466667,-71.76,Air,CSV0.csv,50-150,False,-71.76,-71.94403399803763,-0.8719056718473644
50-150_CSV0,59600000.0,59.6,-71.69,Air,CSV0.csv,50-150,False,-71.69,-71.8167342268706,-0.8519461733035378
50-150_CSV0,59733333.0,59.733333,-71.78,Air,CSV0.csv,50-150,False,-71.78,-71.71116704805398,-0.8353941564966783
50-150_CSV0,59866667.0,59.866667,-71.82,Air,CSV0.csv,50-150,False,-71.82,-71.6164105916957,-0.8205371670821432
50-150_CSV0,60000000.0,60.0,-71.44,Air,CSV0.csv,50-150,False,-71.44,-71.49175220660253,-0.8009918149347446
50-150_CSV0,60133333.0,60.133333,-71.49,Air,CSV0.csv,50-150,False,-71.49,-71.3805197777042,-0.7835515361167292
50-150_CSV0,60266667.0,60.266667,-71.3,Air,CSV0.csv,50-150,False,-71.3,-71.25214776070518,-0.763423918738707
50-150_CSV0,60400000.0,60.4,-71.09,Air,CSV0.csv,50-150,False,-71.09,-71.12116050996964,-0.7428862554236214
50-150_CSV0,60533333.0,60.533333,-70.92,Air,CSV0.csv,50-150,False,-70.92,-71.02124550506609,-0.7272204503982364
50-150_CSV0,60666667.0,60.666667,-70.74,Air,CSV0.csv,50-150,False,-70.74,-70.93841451454631,-0.7142332704566949
50-150_CSV0,60800000.0,60.8,-70.7,Air,CSV0.csv,50-150,False,-70.7,-70.82003922850512,-0.6956730536730845
50-150_CSV0,60933333.0,60.933333,-70.94,Air,CSV0.csv,50-150,False,-70.94,-70.69869565217299,-0.6766474347509096
50-150_CSV0,61066667.0,61.066667,-70.56,Air,CSV0.csv,50-150,False,-70.56,-70.58831317423902,-0.6593404208624386
50-150_CSV0,61200000.0,61.2,-70.47,Air,CSV0.csv,50-150,False,-70.47,-70.50040209218608,-0.645556726688161
50-150_CSV0,61333333.0,61.333333,-70.36,Air,CSV0.csv,50-150,False,-70.36,-70.41831317423903,-0.6326858972812601
50-150_CSV0,61466667.0,61.466667,-70.45,Air,CSV0.csv,50-150,False,-70.45,-70.32046093494515,-0.6173435159887296
50-150_CSV0,61600000.0,61.6,-70.36,Air,CSV0.csv,50-150,False,-70.36,-70.25162144491571,-0.6065500818104592
50-150_CSV0,61733333.0,61.733333,-70.24,Air,CSV0.csv,50-150,False,-70.24,-70.17343576332044,-0.5942912459646249
50-150_CSV0,61866667.0,61.866667,-69.85,Air,CSV0.csv,50-150,False,-69.85,-70.10947695325179,-0.5842630600163942
50-150_CSV0,62000000.0,62.0,-69.87,Air,CSV0.csv,50-150,False,-69.87,-70.03526969597817,-0.5726280065523103
50-150_CSV0,62133333.0,62.133333,-70.07,Air,CSV0.csv,50-150,False,-70.07,-69.93587446877973,-0.5570436981569122
50-150_CSV0,62266667.0,62.266667,-69.95,Air,CSV0.csv,50-150,False,-69.95,-69.83537103628545,-0.5412856327956868
50-150_CSV0,62400000.0,62.4,-69.75,Air,CSV0.csv,50-150,False,-69.75,-69.76181104936163,-0.5297520657010253
50-150_CSV0,62533333.0,62.533333,-69.55,Air,CSV0.csv,50-150,False,-69.55,-69.67742399476863,-0.5165209084269351
50-150_CSV0,62666667.0,62.666667,-69.63,Air,CSV0.csv,50-150,False,-69.63,-69.57637136318968,-0.5006767334189262
50-150_CSV0,62800000.0,62.8,-69.62,Air,CSV0.csv,50-150,False,-69.62,-69.47877084014294,-0.4853738190478392
50-150_CSV0,62933333.0,62.933333,-69.37,Air,CSV0.csv,50-150,False,-69.37,-69.39086629617431,-0.4715911499883988
50-150_CSV0,63066667.0,63.066667,-69.42,Air,CSV0.csv,50-150,False,-69.42,-69.28737822817824,-0.4553651197015047
50-150_CSV0,63200000.0,63.2,-69.04,Air,CSV0.csv,50-150,False,-69.04,-69.17685518143094,-0.43803606584391697
50-150_CSV0,63333333.0,63.333333,-68.92,Air,CSV0.csv,50-150,False,-68.92,-69.04649558679218,-0.4175968135537287
50-150_CSV0,63466667.0,63.466667,-68.99,Air,CSV0.csv,50-150,False,-68.99,-68.9276626348471,-0.39896483873113203
50-150_CSV0,63600000.0,63.6,-68.89,Air,CSV0.csv,50-150,False,-68.89,-68.82090879372254,-0.3822267635803313
50-150_CSV0,63733333.0,63.733333,-68.76,Air,CSV0.csv,50-150,False,-68.76,-68.71535469107462,-0.36567679700315964
50-150_CSV0,63866667.0,63.866667,-68.5,Air,CSV0.csv,50-150,False,-68.5,-68.59435109512823,-0.34670448405280246
50-150_CSV0,64000000.0,64.0,-68.54,Air,CSV0.csv,50-150,False,-68.54,-68.47701536449732,-0.3283072605291748
50-150_CSV0,64133333.0,64.133333,-68.27,Air,CSV0.csv,50-150,False,-68.27,-68.36157567832535,-0.3102073203099114
50-150_CSV0,64266667.0,64.266667,-68.1,Air,CSV0.csv,50-150,False,-68.1,-68.26329846354929,-0.2947983065526098
50-150_CSV0,64400000.0,64.4,-68.18,Air,CSV0.csv,50-150,False,-68.18,-68.14210199411484,-0.2757957527143956
50-150_CSV0,64533333.0,64.533333,-68.18,Air,CSV0.csv,50-150,False,-68.18,-68.04525335076734,-0.2606107265502117
50-150_CSV0,64666667.0,64.666667,-68.02,Air,CSV0.csv,50-150,False,-68.02,-67.92311539718774,-0.241460556174656
50-150_CSV0,64800000.0,64.8,-67.73,Air,CSV0.csv,50-150,False,-67.73,-67.80433801895957,-0.22283729482822276
50-150_CSV0,64933333.0,64.933333,-67.68,Air,CSV0.csv,50-150,False,-67.68,-67.70057535142115,-0.20656820971793466
50-150_CSV0,65066667.0,65.066667,-67.54,Air,CSV0.csv,50-150,False,-67.54,-67.57773782281704,-0.18730835205421617
50-150_CSV0,65200000.0,65.2,-67.55,Air,CSV0.csv,50-150,False,-67.55,-67.46120627656009,-0.16903721765623192
50-150_CSV0,65333333.0,65.333333,-67.23,Air,CSV0.csv,50-150,False,-67.23,-67.31677672441887,-0.14639191822465866
50-150_CSV0,65466667.0,65.466667,-67.21,Air,CSV0.csv,50-150,False,-67.21,-67.18539718862286,-0.12579274801901505
50-150_CSV0,65600000.0,65.6,-66.95,Air,CSV0.csv,50-150,False,-66.95,-67.0291238966974,-0.1012904530499807
50-150_CSV0,65733333.0,65.733333,-67.01,Air,CSV0.csv,50-150,False,-67.01,-66.86751552794944,-0.07595166436934134
50-150_CSV0,65866667.0,65.866667,-66.73,Air,CSV0.csv,50-150,False,-66.73,-66.70503105589975,-0.05047551029978863
50-150_CSV0,66000000.0,66.0,-66.66,Air,CSV0.csv,50-150,False,-66.66,-66.55506047727928,-0.026961426039067676
50-150_CSV0,66133333.0,66.133333,-66.36,Air,CSV0.csv,50-150,False,-66.36,-66.39865315462482,-0.002438116215758316
50-150_CSV0,66266667.0,66.266667,-66.05,Air,CSV0.csv,50-150,False,-66.05,-66.22738476626262,0.024415279644896055
50-150_CSV0,66400000.0,66.4,-66.1,Air,CSV0.csv,50-150,False,-66.1,-66.05726054266013,0.051089280408087044
50-150_CSV0,66533333.0,66.533333,-65.78,Air,CSV0.csv,50-150,False,-65.78,-65.87656750571998,0.07942037931441936
50-150_CSV0,66666667.0,66.666667,-65.76,Air,CSV0.csv,50-150,False,-65.76,-65.72046747302954,0.10389550874012622
50-150_CSV0,66800000.0,66.8,-65.48,Air,CSV0.csv,50-150,False,-65.48,-65.54012095455947,0.13217227655979913
50-150_CSV0,66933333.0,66.933333,-65.41,Air,CSV0.csv,50-150,False,-65.41,-65.3546583850923,0.16125119674385094
50-150_CSV0,67066667.0,67.066667,-65.11,Air,CSV0.csv,50-150,False,-65.11,-65.159326577312,0.19187752778287906
50-150_CSV0,67200000.0,67.2,-65.02,Air,CSV0.csv,50-150,False,-65.02,-64.96631252043066,0.22214045561019055
50-150_CSV0,67333333.0,67.333333,-64.74,Air,CSV0.csv,50-150,False,-64.74,-64.75633540372586,0.25506304389675843
50-150_CSV0,67466667.0,67.466667,-64.57,Air,CSV0.csv,50-150,False,-64.57,-64.55067669172847,0.28730854382975585
50-150_CSV0,67600000.0,67.6,-64.34,Air,CSV0.csv,50-150,False,-64.34,-64.320686498855,0.3233690086496748
50-150_CSV0,67733333.0,67.733333,-64.09,Air,CSV0.csv,50-150,False,-64.09,-64.06764955867847,0.3630430032899397
50-150_CSV0,67866667.0,67.866667,-63.93,Air,CSV0.csv,50-150,False,-63.93,-63.80496894409855,0.40422904232311313
50-150_CSV0,68000000.0,68.0,-63.41,Air,CSV0.csv,50-150,False,-63.41,-63.51946387708318,0.44899375727198104
50-150_CSV0,68133333.0,68.133333,-63.16,Air,CSV0.csv,50-150,False,-63.16,-63.2127590715912,0.49708240709814233
50-150_CSV0,68266667.0,68.266667,-62.94,Air,CSV0.csv,50-150,False,-62.94,-62.88295194507928,0.5487933002208096
50-150_CSV0,68400000.0,68.4,-62.52,Air,CSV0.csv,50-150,False,-62.52,-62.532209872506535,0.6037866110696466
50-150_CSV0,68533333.0,68.533333,-62.24,Air,CSV0.csv,50-150,False,-62.24,-62.152602157567024,0.6633058039487832
50-150_CSV0,68666667.0,68.666667,-61.9,Air,CSV0.csv,50-150,False,-61.9,-61.74702844066607,0.7268962404255095
50-150_CSV0,68800000.0,68.8,-61.42,Air,CSV0.csv,50-150,False,-61.42,-61.30617848970173,0.7960176840357526
50-150_CSV0,68933333.0,68.933333,-61.05,Air,CSV0.csv,50-150,False,-61.05,-60.855916966328074,0.8666147804619957
50-150_CSV0,69066667.0,69.066667,-60.54,Air,CSV0.csv,50-150,False,-60.54,-60.397731284732785,0.9384543160775303
50-150_CSV0,69200000.0,69.2,-60.19,Air,CSV0.csv,50-150,False,-60.19,-59.957626675383324,1.0074588965957152
50-150_CSV0,69333333.0,69.333333,-59.64,Air,CSV0.csv,50-150,False,-59.64,-59.566675384111676,1.068756663726851
50-150_CSV0,69466667.0,69.466667,-59.37,Air,CSV0.csv,50-150,False,-59.37,-59.21448512585735,1.123977037513333
50-150_CSV0,69600000.0,69.6,-58.91,Air,CSV0.csv,50-150,False,-58.91,-58.946891140894955,1.1659334503507581
50-150_CSV0,69733333.0,69.733333,-58.68,Air,CSV0.csv,50-150,False,-58.68,-58.81735207584101,1.1862440507281964
50-150_CSV0,69866667.0,69.866667,-58.43,Air,CSV0.csv,50-150,False,-58.43,-58.796348479894625,1.1895372321602107
50-150_CSV0,70000000.0,70.0,-58.52,Air,CSV0.csv,50-150,False,-58.52,-58.93795357960041,1.1673347823406621
50-150_CSV0,70133333.0,70.133333,-58.85,Air,CSV0.csv,50-150,False,-58.85,-59.24359267734476,1.1194132262338539
50-150_CSV0,70266667.0,70.266667,-59.27,Air,CSV0.csv,50-150,False,-59.27,-59.68950310558928,1.0494983437353953
50-150_CSV0,70400000.0,70.4,-60.03,Air,CSV0.csv,50-150,False,-60.03,-60.30923177508911,0.9523302705876494
50-150_CSV0,70533333.0,70.533333,-60.87,Air,CSV0.csv,50-150,False,-60.87,-61.06180124223523,0.8343339140669283
50-150_CSV0,70666667.0,70.666667,-61.85,Air,CSV0.csv,50-150,False,-61.85,-61.94978424321593,0.6951058914826483
50-150_CSV0,70800000.0,70.8,-63.06,Air,CSV0.csv,50-150,False,-63.06,-62.93966328865561,0.539901454075658
50-150_CSV0,70933333.0,70.933333,-64.33,Air,CSV0.csv,50-150,False,-64.33,-64.02716574043723,0.36939051439563036
50-150_CSV0,71066667.0,71.066667,-65.25,Air,CSV0.csv,50-150,False,-65.25,-65.16627329192461,0.19078834326256408
50-150_CSV0,71200000.0,71.2,-66.67,Air,CSV0.csv,50-150,False,-66.67,-66.40848316443196,-0.003979376381684406
50-150_CSV0,71333333.0,71.333333,-67.72,Air,CSV0.csv,50-150,False,-67.72,-67.60552468126751,-0.19166509013548055
50-150_CSV0,71466667.0,71.466667,-68.8,Air,CSV0.csv,50-150,False,-68.8,-68.8211245505058,-0.3822605923701388
50-150_CSV0,71600000.0,71.6,-70.13,Air,CSV0.csv,50-150,False,-70.13,-70.04695979078039,-0.574460911890969
50-150_CSV0,71733333.0,71.733333,-71.05,Air,CSV0.csv,50-150,False,-71.05,-71.24286694998273,-0.7619687682195644
50-150_CSV0,71866667.0,71.866667,-72.23,Air,CSV0.csv,50-150,False,-72.23,-72.39514547237565,-0.9426360332031518
50-150_CSV0,72000000.0,72.0,-73.35,Air,CSV0.csv,50-150,False,-73.35,-73.47129127165644,-1.1113663484014946
50-150_CSV0,72133333.0,72.133333,-74.45,Air,CSV0.csv,50-150,False,-74.45,-74.49660346518372,-1.2721263956982292
50-150_CSV0,72266667.0,72.266667,-75.55,Air,CSV0.csv,50-150,False,-75.55,-75.45981693363746,-1.4231499022194682
50-150_CSV0,72400000.0,72.4,-76.73,Air,CSV0.csv,50-150,False,-76.73,-76.34619156587021,-1.5621257465524578
50-150_CSV0,72533333.0,72.533333,-76.76,Air,CSV0.csv,50-150,False,-76.76,-77.0837299771157,-1.6777653640499228
50-150_CSV0,72666667.0,72.666667,-78.23,Air,CSV0.csv,50-150,False,-78.23,-77.7435076822481,-1.781212778166327
50-150_CSV0,72800000.0,72.8,-78.7,Air,CSV0.csv,50-150,False,-78.7,-78.26897352075741,-1.8636012580701589
50-150_CSV0,72933333.0,72.933333,-79.91,Air,CSV0.csv,50-150,True,-78.87,-78.70623406341839,-1.9321599136317873
50-150_CSV0,73066667.0,73.066667,-79.99,Air,CSV0.csv,50-150,True,-79.03999999999999,-79.04682902909344,-1.9855622462448288
50-150_CSV0,73200000.0,73.2,-79.21,Air,CSV0.csv,50-150,False,-79.21,-79.23073880352953,-2.014397701653748
50-150_CSV0,73333333.0,73.333333,-79.54,Air,CSV0.csv,50-150,False,-79.54,-79.30673095782834,-2.0263126114698786
50-150_CSV0,73466667.0,73.466667,-79.27,Air,CSV0.csv,50-150,False,-79.27,-79.2706864988548,-2.0206611533423433
50-150_CSV0,73600000.0,73.6,-80.0,Air,CSV0.csv,50-150,True,-78.99,-79.16231775089796,-2.0036698748254094
50-150_CSV0,73733333.0,73.733333,-78.71,Air,CSV0.csv,50-150,False,-78.71,-78.9923340961088,-1.977017914031335
50-150_CSV0,73866667.0,73.866667,-78.92,Air,CSV0.csv,50-150,False,-78.92,-78.78778358940727,-1.9449461710641673
50-150_CSV0,74000000.0,74.0,-78.56,Air,CSV0.csv,50-150,False,-78.56,-78.50715266426833,-1.900945679230495
50-150_CSV0,74133333.0,74.133333,-78.57,Air,CSV0.csv,50-150,False,-78.57,-78.24716247139486,-1.8601814749550736
50-150_CSV0,74266667.0,74.266667,-77.82,Air,CSV0.csv,50-150,False,-77.82,-77.97406995750143,-1.8173629405349776
50-150_CSV0,74400000.0,74.4,-77.3,Air,CSV0.csv,50-150,False,-77.3,-77.69011114743279,-1.772840665246398
50-150_CSV0,74533333.0,74.533333,-77.27,Air,CSV0.csv,50-150,False,-77.27,-77.39086629617421,-1.7259216714557002
50-150_CSV0,74666667.0,74.666667,-76.97,Air,CSV0.csv,50-150,False,-76.97,-77.07186662307844,-1.6759052931679346
50-150_CSV0,74800000.0,74.8,-76.91,Air,CSV0.csv,50-150,False,-76.91,-76.8119540699565,-1.635153262131267
50-150_CSV0,74933333.0,74.933333,-76.55,Air,CSV0.csv,50-150,False,-76.55,-76.57111964694245,-1.5973925162054554
50-150_CSV0,75066667.0,75.066667,-76.33,Air,CSV0.csv,50-150,False,-76.33,-76.3422294867594,-1.5615045269578116
50-150_CSV0,75200000.0,75.2,-76.25,Air,CSV0.csv,50-150,False,-76.25,-76.11891304347726,-1.526490448113524
50-150_CSV0,75333333.0,75.333333,-75.76,Air,CSV0.csv,50-150,False,-75.76,-75.89100032690324,-1.490755713534858
50-150_CSV0,75466667.0,75.466667,-75.64,Air,CSV0.csv,50-150,False,-75.64,-75.68376103301634,-1.4582623920886486
50-150_CSV0,75600000.0,75.6,-75.49,Air,CSV0.csv,50-150,False,-75.49,-75.53048708728245,-1.4342303685536812
50-150_CSV0,75733333.0,75.733333,-75.2,Air,CSV0.csv,50-150,False,-75.2,-75.348409610983,-1.4056822015794128
50-150_CSV0,75866667.0,75.866667,-75.13,Air,CSV0.csv,50-150,False,-75.13,-75.17502124877313,-1.37849641223103
50-150_CSV0,76000000.0,76.0,-75.43,Air,CSV0.csv,50-150,False,-75.43,-75.0045227198421,-1.3517637236430957
50-150_CSV0,76133333.0,76.133333,-75.57,Air,CSV0.csv,50-150,True,-75.0875,-74.86198430859662,-1.329414938679762
50-150_CSV0,76266667.0,76.266667,-74.36,Air,CSV0.csv,50-150,True,-74.745,-74.74409774435992,-1.310931349230636
50-150_CSV0,76400000.0,76.4,-75.05,Air,CSV0.csv,50-150,True,-74.4025,-74.64437397842335,-1.2952955288143977
50-150_CSV0,76533333.0,76.533333,-74.06,Air,CSV0.csv,50-150,False,-74.06,-74.5321297809732,-1.2776966134744814
50-150_CSV0,76666667.0,76.666667,-74.58,Air,CSV0.csv,50-150,False,-74.58,-74.47252043151259,-1.268350385175326
50-150_CSV0,76800000.0,76.8,-74.43,Air,CSV0.csv,50-150,False,-74.43,-74.37302876757013,-1.2527509563360015
50-150_CSV0,76933333.0,76.933333,-74.21,Air,CSV0.csv,50-150,False,-74.21,-74.29607388035208,-1.240685098359292
50-150_CSV0,77066667.0,77.066667,-74.37,Air,CSV0.csv,50-150,False,-74.37,-74.22064563582774,-1.2288586046983436
50-150_CSV0,77200000.0,77.2,-74.07,Air,CSV0.csv,50-150,False,-74.07,-74.12634194181008,-1.2140726044866612
50-150_CSV0,77333333.0,77.333333,-74.35,Air,CSV0.csv,50-150,False,-74.35,-74.04479405034229,-1.2012866033329916
50-150_CSV0,77466667.0,77.466667,-74.07,Air,CSV0.csv,50-150,False,-74.07,-74.04094148414417,-1.2006825544119573
50-150_CSV0,77600000.0,77.6,-74.05,Air,CSV0.csv,50-150,False,-74.05,-74.0296583850922,-1.198913462472255
50-150_CSV0,77733333.0,77.733333,-73.78,Air,CSV0.csv,50-150,False,-73.78,-73.99200474011019,-1.1930096979540754
50-150_CSV0,77866667.0,77.866667,-74.06,Air,CSV0.csv,50-150,False,-74.06,-73.93833278849202,-1.1845944020714019
50-150_CSV0,78000000.0,78.0,-73.57,Air,CSV0.csv,50-150,False,-73.57,-73.85011768551718,-1.170763040056936
