band,frequency_mhz,liquids,between_liquid_std,between_liquid_range
180-220MHz,186.133333,8,1.0385182630739913,2.532847562819265
180-220MHz,186.266667,8,1.0411999764149809,2.531206594661332
180-220MHz,186.4,8,1.0426893113456643,2.526976757836154
180-220MHz,186.533333,8,1.0433042669297594,2.5201297066218045
180-220MHz,186.666667,8,1.043265179331759,2.5105244935973463
180-220MHz,186.8,8,1.0422382274905564,2.497902177991124
180-220MHz,186.933333,8,1.0403749681776897,2.482968241995178
180-220MHz,187.066667,8,1.0379213353803558,2.4680395722440607
180-220MHz,187.2,8,1.034563521908078,2.4512966258911892
180-220MHz,187.333333,8,1.030557552248509,2.438811451924809
180-220MHz,187.466667,8,1.0260272492516176,2.451903243345039
180-220MHz,187.6,8,1.02087168298715,2.461170593388325
180-220MHz,187.733333,8,1.0149292827889929,2.467625152267429
180-220MHz,187.866667,8,1.008158449985986,2.4689295710020347
180-220MHz,188.0,8,1.0008082377543146,2.467363615228783
180-220MHz,188.133333,8,0.9928731245231255,2.4618167517082123
180-220MHz,188.266667,8,0.9848835500643631,2.453547023356215
180-220MHz,188.4,8,0.9759746924977646,2.4411206544253643
180-220MHz,188.533333,8,0.9666505651785264,2.4255891278818518
180-220MHz,188.666667,8,0.9570198843769633,2.4071592945932845
180-220MHz,188.8,8,0.9465210357630962,2.384261039433591
180-220MHz,188.933333,8,0.9356354189290652,2.3580622179817365
180-220MHz,189.066667,8,0.9240086516178897,2.328738671862399
180-220MHz,189.2,8,0.9122043322820259,2.297101769907442
180-220MHz,189.333333,8,0.8998970663058892,2.2625974948002523
180-220MHz,189.466667,8,0.8871905762240695,2.2254453242684122
180-220MHz,189.6,8,0.8740079431811526,2.186078305341433
180-220MHz,189.733333,8,0.8607289768317726,2.145767412782263
180-220MHz,189.866667,8,0.8468571300916126,2.103389122448942
180-220MHz,190.0,8,0.832764319616808,2.059794008274208
180-220MHz,190.133333,8,0.8182367772083905,2.01427849523754
180-220MHz,190.266667,8,0.8032053904522827,1.9678974849698376
180-220MHz,190.4,8,0.787634482963579,1.9203328302896117
180-220MHz,190.533333,8,0.7715994001741829,1.9019528810211774
180-220MHz,190.666667,8,0.7553340755598712,1.8816255630780154
180-220MHz,190.8,8,0.7387814056781982,1.8587272023493835
180-220MHz,190.933333,8,0.7218800244501101,1.8330109873199956
180-220MHz,191.066667,8,0.7044953110204025,1.8043654429347389
180-220MHz,191.2,8,0.6866402907891505,1.7730039439609573
180-220MHz,191.333333,8,0.6684747793693382,1.7402124575282647
180-220MHz,191.466667,8,0.6496376961596885,1.7040071179602343
180-220MHz,191.6,8,0.6303744832839067,1.6654940108090432
180-220MHz,191.733333,8,0.610560278123164,1.6245724394713905
180-220MHz,191.866667,8,0.5905768321884015,1.5820906150961274
180-220MHz,192.0,8,0.5703371212263554,1.538096164672474
180-220MHz,192.133333,8,0.5498369450448483,1.4921142100107472
180-220MHz,192.266667,8,0.5288681705940314,1.4442653684597044
180-220MHz,192.4,8,0.5076423244417533,1.394898279176346
180-220MHz,192.533333,8,0.4863179442597699,1.3451371425768985
180-220MHz,192.666667,8,0.46478214316273253,1.2940112513952662
180-220MHz,192.8,8,0.44279167890542237,1.241082010356562
180-220MHz,192.933333,8,0.4204707861508549,1.1870531270846967
180-220MHz,193.066667,8,0.3981850846516647,1.1321799195245137
180-220MHz,193.2,8,0.3759976568526541,1.0772859545621665
180-220MHz,193.333333,8,0.35372311741162404,1.0219622814226454
180-220MHz,193.466667,8,0.33165696676521284,0.9668144393627052
180-220MHz,193.6,8,0.30926310541315627,0.9096529888667617
180-220MHz,193.733333,8,0.2872664303251898,0.8526414619841437
180-220MHz,193.866667,8,0.2655476975884192,0.7956802444242814
180-220MHz,194.0,8,0.2442368837032644,0.7382794944412476
180-220MHz,194.133333,8,0.22326981305020407,0.6801342462137493
180-220MHz,194.266667,8,0.20304127009829528,0.6225283473161976
180-220MHz,194.4,8,0.18389009938797007,0.5652018476464327
180-220MHz,194.533333,8,0.16638720572425594,0.5087212156397004
180-220MHz,194.666667,8,0.15077977444682603,0.452560478492654
180-220MHz,194.8,8,0.1373657200965973,0.39583500062983545
180-220MHz,194.933333,8,0.12664965328976885,0.3385189263563476
180-220MHz,195.066667,8,0.11959999515946512,0.2907447152327737
180-220MHz,195.2,8,0.11704315120876102,0.2823785557243801
180-220MHz,195.333333,8,0.11846200012915031,0.27513970561586676
180-220MHz,195.466667,8,0.12349516846107784,0.3138846885353993
180-220MHz,195.6,8,0.1315435923076477,0.35332717242257916
180-220MHz,195.733333,8,0.14170981267469654,0.3894170970944151
180-220MHz,195.866667,8,0.15304669751600866,0.4240782320934793
180-220MHz,196.0,8,0.1655831440777475,0.45760526706958304
180-220MHz,196.133333,8,0.17825835194431425,0.48794982468782966
180-220MHz,196.266667,8,0.19113451471875198,0.516478877840501
180-220MHz,196.4,8,0.20390937375879847,0.5426148832833538
180-220MHz,196.533333,8,0.21645346489887346,0.5670780836964914
180-220MHz,196.666667,8,0.22858491851773002,0.5889338678765568
180-220MHz,196.8,8,0.2398906846007753,0.6079337476344995
180-220MHz,196.933333,8,0.2506344732476358,0.625472823087572
180-220MHz,197.066667,8,0.26039519710578163,0.6400376130238409
180-220MHz,197.2,8,0.26942405281237375,0.6527623891133187
180-220MHz,197.333333,8,0.27756198315988234,0.6629448596774262
180-220MHz,197.466667,8,0.28494495798828323,0.6718647461554663
180-220MHz,197.6,8,0.29135104569763204,0.6784889772798436
180-220MHz,197.733333,8,0.2973740115219227,0.6867331042060292
180-220MHz,197.866667,8,0.3028005751677785,0.6944415597940117
180-220MHz,198.0,8,0.3071431669435435,0.6982509265122809
180-220MHz,198.133333,8,0.31098052130274034,0.7020855274895454
180-220MHz,198.266667,8,0.3137890634203623,0.7096087442705632
180-220MHz,198.4,8,0.3158476792345353,0.7155503300694115
180-220MHz,198.533333,8,0.3174328470221483,0.7195245867497739
180-220MHz,198.666667,8,0.31883045498321216,0.7232336057028925
180-220MHz,198.8,8,0.3195039184981291,0.7242099460485781
180-220MHz,198.933333,8,0.31992923804572915,0.728047808104409
180-220MHz,199.066667,8,0.3204289869780814,0.7342319081613577
180-220MHz,199.2,8,0.3207567377256341,0.7376467623381898
180-220MHz,199.333333,8,0.3207510539462384,0.7419127842152426
180-220MHz,199.466667,8,0.32038885149090934,0.744287538959966
180-220MHz,199.6,8,0.31998197580409293,0.7441492314741487
180-220MHz,199.733333,8,0.3198331024320491,0.7458779932045454
180-220MHz,199.866667,8,0.319761274321486,0.7471831217173058
180-220MHz,200.0,8,0.31984951770864534,0.7477453248589564
180-220MHz,200.133333,8,0.31980214798355416,0.7478257935380248
180-220MHz,200.266667,8,0.3202043544707212,0.7470095969681242
180-220MHz,200.4,8,0.3206782317718541,0.7451873286256736
180-220MHz,200.533333,8,0.32113235995283085,0.7491642650329349
180-220MHz,200.666667,8,0.32098915462088967,0.7529243280628827
180-220MHz,200.8,8,0.3215686948718358,0.7576771748475253
180-220MHz,200.933333,8,0.32157338316486134,0.7624962179804606
180-220MHz,201.066667,8,0.3214689811493242,0.7668916222076997
180-220MHz,201.2,8,0.3216237500177918,0.7702077339112363
180-220MHz,201.333333,8,0.32174573981330806,0.775719677683121
180-220MHz,201.466667,8,0.32157563902207015,0.780171918576731
180-220MHz,201.6,8,0.3214561801550053,0.7836925085635469
180-220MHz,201.733333,8,0.3215673353191324,0.7878497086943423
180-220MHz,201.866667,8,0.32138703581223704,0.791342408318711
180-220MHz,202.0,8,0.3210939755247425,0.7938378811822917
180-220MHz,202.133333,8,0.32117075660813627,0.7974142191351402
180-220MHz,202.266667,8,0.3214045380783452,0.8027359504975542
180-220MHz,202.4,8,0.32167435469425026,0.8072901131472032
180-220MHz,202.533333,8,0.3222930776537907,0.8115741946842204
180-220MHz,202.666667,8,0.32304058340631286,0.8158383391828798
180-220MHz,202.8,8,0.3232501000515636,0.8192417637626366
180-220MHz,202.933333,8,0.3240244923626561,0.8240781324871773
180-220MHz,203.066667,8,0.3247665186445068,0.8283754090229718
180-220MHz,203.2,8,0.3256704705439648,0.833779715968541
180-220MHz,203.333333,8,0.32679576970579216,0.8406750071946709
180-220MHz,203.466667,8,0.32826160382218705,0.8472154877965001
180-220MHz,203.6,8,0.32916545951621917,0.8526727335471588
180-220MHz,203.733333,8,0.33031649121814055,0.8568457213653303
180-220MHz,203.866667,8,0.33167300446904585,0.8619296435554618
180-220MHz,204.0,8,0.33291746023259683,0.8657929274093716
180-220MHz,204.133333,8,0.3340974634426296,0.8704409410658976
180-220MHz,204.266667,8,0.33559458254767904,0.8740932392992443
180-220MHz,204.4,8,0.33722550293141684,0.8784321736480923
180-220MHz,204.533333,8,0.3388381362359397,0.8810620029014901
180-220MHz,204.666667,8,0.3405861121544131,0.8823365504491427
180-220MHz,204.8,8,0.34311177079086774,0.8861095160580366
180-220MHz,204.933333,8,0.34522316129955805,0.8875782751770045
180-220MHz,205.066667,8,0.3475760993520647,0.8884259167896464
180-220MHz,205.2,8,0.35045350399182185,0.8910654241117132
180-220MHz,205.333333,8,0.3531605904006381,0.8919095349372329
180-220MHz,205.466667,8,0.35657119641132945,0.8937326698366814
180-220MHz,205.6,8,0.36067652459176597,0.8962247057851771
180-220MHz,205.733333,8,0.3650890467952651,0.8984624686927163
180-220MHz,205.866667,8,0.37000351940966303,0.9028181495050112
180-220MHz,206.0,8,0.37543301923993566,0.9074570182875218
180-220MHz,206.133333,8,0.3809780338640903,0.9108893086703983
180-220MHz,206.266667,8,0.386482546872409,0.9144512895464001
180-220MHz,206.4,8,0.3928204258488431,0.9184127390439668
180-220MHz,206.533333,8,0.3990754719690052,0.9232039309019526
180-220MHz,206.666667,8,0.40517229397221477,0.9270173261746188
180-220MHz,206.8,8,0.4122259166405116,0.9343397869433836
180-220MHz,206.933333,8,0.4193579516750839,0.9386850423863089
180-220MHz,207.066667,8,0.42702748438266547,0.9442003112331605
180-220MHz,207.2,8,0.43398487809915537,0.9487083248334904
180-220MHz,207.333333,8,0.4418295754581056,0.9548221621518682
180-220MHz,207.466667,8,0.45008837855384337,0.9634214109215735
180-220MHz,207.6,8,0.45770540302654106,0.9693249383357636
180-220MHz,207.733333,8,0.4660433761649914,0.976553553686049
180-220MHz,207.866667,8,0.4744953803774044,0.9852828306587094
180-220MHz,208.0,8,0.4823466033641724,0.9979833594008647
180-220MHz,208.133333,8,0.4906286220547248,1.0220303345968955
180-220MHz,208.266667,8,0.49856562220683376,1.043783225530614
180-220MHz,208.4,8,0.5062059610268795,1.0655610510137934
180-220MHz,208.533333,8,0.513661668605343,1.08769810253643
180-220MHz,208.666667,8,0.5204411877077447,1.1061755776563538
180-220MHz,208.8,8,0.5272785506571956,1.1265959303741058
180-220MHz,208.933333,8,0.5337018321607936,1.1444081835591693
180-220MHz,209.066667,8,0.5400770136248335,1.164913846412624
180-220MHz,209.2,8,0.545911286993997,1.1823421644873777
180-220MHz,209.333333,8,0.5515027555305615,1.198485236630059
180-220MHz,209.466667,8,0.5574468165938824,1.2145333241188745
180-220MHz,209.6,8,0.5625770804490137,1.2268539038505704
180-220MHz,209.733333,8,0.5677574327567502,1.2396237360662141
180-220MHz,209.866667,8,0.571962358967797,1.2496154487344442
180-220MHz,210.0,8,0.5770077971001689,1.2613302689250545
180-220MHz,210.133333,8,0.5809508931648244,1.2684896052217474
180-220MHz,210.266667,8,0.5848840385930104,1.2751169473860102
180-220MHz,210.4,8,0.5894277555803343,1.2809880586823186
180-220MHz,210.533333,8,0.5932412775643395,1.2852875391397378
180-220MHz,210.666667,8,0.5965751049109934,1.287276415833721
180-220MHz,210.8,8,0.5995113358115205,1.2855305981477887
180-220MHz,210.933333,8,0.6018005657201624,1.282004789333451
180-220MHz,211.066667,8,0.6041305544275465,1.2790637142326515
180-220MHz,211.2,8,0.6056158547866171,1.274346920644693
180-220MHz,211.333333,8,0.6069205338698239,1.2679864924119446
180-220MHz,211.466667,8,0.6083218254343953,1.2763045582081383
180-220MHz,211.6,8,0.6089833414171741,1.2824455339479468
180-220MHz,211.733333,8,0.6091651715216706,1.289581112433944
180-220MHz,211.866667,8,0.6089228395962804,1.2963070805144556
180-220MHz,212.0,8,0.6082690427065679,1.3018259094536015
180-220MHz,212.133333,8,0.6067172840724482,1.3047280427940366
180-220MHz,212.266667,8,0.6051084927956663,1.3071760788811697
180-220MHz,212.4,8,0.6032761511817157,1.3102879369655334
180-220MHz,212.533333,8,0.6015347702840955,1.3122573898730931
180-220MHz,212.666667,8,0.5995798473075649,1.3154538991153035
180-220MHz,212.8,8,0.5971699110993047,1.3170360326953943
180-220MHz,212.933333,8,0.596183497032485,1.3206232052118374
180-220MHz,213.066667,8,0.5948964184942118,1.325423802913345
180-220MHz,213.2,8,0.5936047856553365,1.3303127079555415
180-220MHz,213.333333,8,0.5921860764884652,1.3356113693466638
180-220MHz,213.466667,8,0.5906873883805515,1.3403853454520172
180-220MHz,213.6,8,0.589262639750246,1.343464816408566
180-220MHz,213.733333,8,0.5881332789092789,1.346991839495661
180-220MHz,213.866667,8,0.5869907839291215,1.3502550960605513
180-220MHz,214.0,8,0.585730291026625,1.3556224113263386
180-220MHz,214.133333,8,0.584598473751123,1.3587744549885021
180-220MHz,214.266667,8,0.5833856972086379,1.3603982426155767
180-220MHz,214.4,8,0.5824803700681165,1.3634511555525768
180-220MHz,214.533333,8,0.5810731313504449,1.3647404941940466
180-220MHz,214.666667,8,0.5798443041704405,1.3635174174690061
180-220MHz,214.8,8,0.5787151104328597,1.3641319045155478
180-220MHz,214.933333,8,0.5779813147238229,1.367728448558481
180-220MHz,215.066667,8,0.576895667579903,1.368446989192849
180-220MHz,215.2,8,0.5759497750683893,1.3685595840351565
180-220MHz,215.333333,8,0.5756784941862944,1.3691510533493751
180-220MHz,215.466667,8,0.575741788417081,1.372672058031462
180-220MHz,215.6,8,0.5762463865424845,1.3758292657307076
180-220MHz,215.733333,8,0.5765589191775823,1.3786265948592953
180-220MHz,215.866667,8,0.5772334839225322,1.3826726772060627
180-220MHz,216.0,8,0.5776800873951097,1.3851900158281962
180-220MHz,216.133333,8,0.5784926780497275,1.3886523500146624
180-220MHz,216.266667,8,0.5791684016453427,1.3921759053871232
180-220MHz,216.4,8,0.5806295065087568,1.3966590715670395
180-220MHz,216.533333,8,0.5821320692885996,1.400835414208307
180-220MHz,216.666667,8,0.5832158968553426,1.4029495137228065
180-220MHz,216.8,8,0.5849439661593581,1.4066630946160124
180-220MHz,216.933333,8,0.5865689959131285,1.4094653594394342
180-220MHz,217.066667,8,0.5877320570287075,1.4104152171333775
180-220MHz,217.2,8,0.5886891321560562,1.4111392826048126
180-220MHz,217.333333,8,0.590011921660551,1.412509928697003
180-220MHz,217.466667,8,0.5915792040687652,1.4159639833183362
180-220MHz,217.6,8,0.5926870996908628,1.4180350523182637
180-220MHz,217.733333,8,0.593555628240831,1.4169528334529102
180-220MHz,217.866667,8,0.5949219991274306,1.418278234215162
180-220MHz,218.0,8,0.5965905890622545,1.4206826358693907
180-220MHz,218.133333,8,0.597837385535429,1.4227967794020224
180-220MHz,218.266667,8,0.5990750515492294,1.4224859078370045
180-220MHz,218.4,8,0.6005756353127724,1.4242004451248587
180-220MHz,218.533333,8,0.6020195425567748,1.4256911767460756
180-220MHz,218.666667,8,0.6031907173856104,1.4257565263223304
180-220MHz,218.8,8,0.6042104189039047,1.4261120086351484
180-220MHz,218.933333,8,0.6052287495710887,1.4263921425909736
180-220MHz,219.066667,8,0.6060396845719802,1.4251121182877475
180-220MHz,219.2,8,0.606715215618892,1.424248688994125
180-220MHz,219.333333,8,0.6076038143217143,1.4234959141920116
180-220MHz,219.466667,8,0.6079040823926637,1.420727101989231
180-220MHz,219.6,8,0.6076142383956569,1.4161227428829848
180-220MHz,219.733333,8,0.6070800211657348,1.4088459654337182
180-220MHz,219.866667,8,0.6068012378614145,1.4051011926354353
180-220MHz,220.0,8,0.6059062048272083,1.3988900296468312
270-300MHz,270.0,8,0.22224779398545194,0.5530853856772685
270-300MHz,270.133333,8,0.21479883891321955,0.5376843952768178
270-300MHz,270.266667,8,0.20794714655089966,0.5276450810406729
270-300MHz,270.4,8,0.2023437692854137,0.5247409220710696
270-300MHz,270.533333,8,0.19659830561992342,0.5161985082145882
270-300MHz,270.666667,8,0.19082455664545855,0.5103776500303625
270-300MHz,270.8,8,0.18481644605482184,0.5048881993369956
270-300MHz,270.933333,8,0.1791108200030984,0.49800652984162963
270-300MHz,271.066667,8,0.17403329666060421,0.490977062733308
270-300MHz,271.2,8,0.16872076185159363,0.4816197042720395
270-300MHz,271.333333,8,0.16341964576588208,0.47108792110245845
270-300MHz,271.466667,8,0.1592500457523542,0.464417793854802
270-300MHz,271.6,8,0.15565888455129417,0.4573409478838434
270-300MHz,271.733333,8,0.15163852077636011,0.4510695098267672
270-300MHz,271.866667,8,0.14711461166939546,0.4383220734452318
270-300MHz,272.0,8,0.14336399254492063,0.4296406271680764
270-300MHz,272.133333,8,0.1394401874885521,0.4196448037996241
270-300MHz,272.266667,8,0.13580449219339227,0.41066916139785636
270-300MHz,272.4,8,0.13301796904238014,0.40450394903926457
270-300MHz,272.533333,8,0.1299018805015738,0.39615800080352503
270-300MHz,272.666667,8,0.12607049299607956,0.38351332665833615
270-300MHz,272.8,8,0.1236270692618338,0.37366291593685075
270-300MHz,272.933333,8,0.12244214994612311,0.3688889601390579
270-300MHz,273.066667,8,0.12036099758285482,0.3621650570480812
270-300MHz,273.2,8,0.11631220509315797,0.34724646634616785
270-300MHz,273.333333,8,0.11330637486765394,0.33567320784146015
270-300MHz,273.466667,8,0.11228792812633932,0.32745692085667666
270-300MHz,273.6,8,0.11201153935861526,0.3210665690941239
270-300MHz,273.733333,8,0.11122225204803439,0.3138164495865732
270-300MHz,273.866667,8,0.10870516397529992,0.3012949166586143
270-300MHz,274.0,8,0.10815796900775153,0.2948475230050833
270-300MHz,274.133333,8,0.10666034996375111,0.2874913471877525
270-300MHz,274.266667,8,0.10438437279909399,0.27547634913629904
270-300MHz,274.4,8,0.10287245238915399,0.2673240026951995
270-300MHz,274.533333,8,0.10296252550877287,0.25958251159172696
270-300MHz,274.666667,8,0.10391282440306272,0.257037389314859
270-300MHz,274.8,8,0.10485386907186374,0.2525557839160295
270-300MHz,274.933333,8,0.10624822968373472,0.26274847392353773
270-300MHz,275.066667,8,0.10790594184433426,0.26924724781859033
270-300MHz,275.2,8,0.10943683844451904,0.27568464814586124
270-300MHz,275.333333,8,0.11152447964561923,0.28464847163887397
270-300MHz,275.466667,8,0.11307356102426305,0.2908662073857069
270-300MHz,275.6,8,0.11577505933541567,0.3006474671508237
270-300MHz,275.733333,8,0.11737983987997162,0.30740209722156053
270-300MHz,275.866667,8,0.11822577793803903,0.3125686394481273
270-300MHz,276.0,8,0.11877288318053664,0.3129967912102207
270-300MHz,276.133333,8,0.11960437258582493,0.3129519462191743
270-300MHz,276.266667,8,0.12030397566714994,0.31276704277942624
270-300MHz,276.4,8,0.12074454355093592,0.3128314011039641
270-300MHz,276.533333,8,0.12063549059935394,0.31298390876130644
270-300MHz,276.666667,8,0.12176834478303943,0.31706579451133887
270-300MHz,276.8,8,0.12285927589028144,0.31984213158704455
270-300MHz,276.933333,8,0.12316255972247485,0.3187578418424457
270-300MHz,277.066667,8,0.12391986431135361,0.3206629854522325
270-300MHz,277.2,8,0.12606487736702796,0.32470283713647796
270-300MHz,277.333333,8,0.12791767031423937,0.3294529178689227
270-300MHz,277.466667,8,0.13026936477462828,0.33477762489506446
270-300MHz,277.6,8,0.13286512015995786,0.3426327651209766
270-300MHz,277.733333,8,0.1350806235993859,0.3459532236334133
270-300MHz,277.866667,8,0.1371432248217518,0.34845513767652525
270-300MHz,278.0,8,0.1391187852797269,0.3493248908966673
270-300MHz,278.133333,8,0.14125943873226285,0.35255283000841886
270-300MHz,278.266667,8,0.14427659875745258,0.3608051685586835
270-300MHz,278.4,8,0.14617325559464844,0.3608882143752623
270-300MHz,278.533333,8,0.1488594942357659,0.3613448148283176
270-300MHz,278.666667,8,0.15137093959113543,0.3586528798664206
270-300MHz,278.8,8,0.15387148901201322,0.36156849076079234
270-300MHz,278.933333,8,0.15697562216120076,0.3653724561081817
270-300MHz,279.066667,8,0.15995204515419043,0.3694294773025786
270-300MHz,279.2,8,0.1631869579247552,0.37488725432497727
270-300MHz,279.333333,8,0.16605306857623747,0.3816537218467173
270-300MHz,279.466667,8,0.16925069330822834,0.38613174190739596
270-300MHz,279.6,8,0.17130468443729988,0.38745789331820113
270-300MHz,279.733333,8,0.17420702498091734,0.3931155969544371
270-300MHz,279.866667,8,0.1781202579301844,0.3975840011351244
270-300MHz,280.0,8,0.18023930633219384,0.4027412766751801
270-300MHz,280.133333,8,0.18251449958170848,0.40735340997307645
270-300MHz,280.266667,8,0.18535469819613756,0.41588883511046537
270-300MHz,280.4,8,0.1872406169636461,0.42098228887383105
270-300MHz,280.533333,8,0.18862522711310806,0.4276288633052998
270-300MHz,280.666667,8,0.18967086715189743,0.4326705306816353
270-300MHz,280.8,8,0.19127085465857038,0.43582072787500736
270-300MHz,280.933333,8,0.1944848152575461,0.4453075060158135
270-300MHz,281.066667,8,0.19708222572935194,0.45057100958114715
270-300MHz,281.2,8,0.20050941584911566,0.4587871578922391
270-300MHz,281.333333,8,0.2045465485178759,0.4681954564485764
270-300MHz,281.466667,8,0.20899866956454016,0.4779829887042055
270-300MHz,281.6,8,0.21284225464029524,0.4842142755790987
270-300MHz,281.733333,8,0.21647262625695332,0.4908711607183468
270-300MHz,281.866667,8,0.22008343229399227,0.497540866724678
270-300MHz,282.0,8,0.22405397695964202,0.5098403353734737
270-300MHz,282.133333,8,0.2285109651061393,0.5204139480959613
270-300MHz,282.266667,8,0.2323922334776741,0.5285631627930041
270-300MHz,282.4,8,0.23669742027700025,0.5367133181424038
270-300MHz,282.533333,8,0.24102185383935804,0.5460398329248565
270-300MHz,282.666667,8,0.24446210830402385,0.5545568812778482
270-300MHz,282.8,8,0.2481497987720731,0.5632865146549679
270-300MHz,282.933333,8,0.2513594424820696,0.5719164708164307
270-300MHz,283.066667,8,0.254045402437899,0.5813793255083766
270-300MHz,283.2,8,0.25617297195902183,0.58805421678786
270-300MHz,283.333333,8,0.25857863520258223,0.5916607779944907
270-300MHz,283.466667,8,0.26240677805749196,0.5993413599804613
270-300MHz,283.6,8,0.26740510990916133,0.6126085724152892
270-300MHz,283.733333,8,0.27057277101492144,0.6223729539542678
270-300MHz,283.866667,8,0.2750612286522862,0.6364741452156041
270-300MHz,284.0,8,0.27945149369888345,0.6484854539519541
270-300MHz,284.133333,8,0.2837331856551691,0.6597161246251381
270-300MHz,284.266667,8,0.2874878227356486,0.670571996437235
270-300MHz,284.4,8,0.2917400112845651,0.6828578264490879
270-300MHz,284.533333,8,0.29751549002144856,0.697255989994476
270-300MHz,284.666667,8,0.30439139913109525,0.7147101583748297
270-300MHz,284.8,8,0.3099656660313809,0.7282558962857955
270-300MHz,284.933333,8,0.31435447985308873,0.7389586301346225
270-300MHz,285.066667,8,0.31810127455730114,0.7475685016370065
270-300MHz,285.2,8,0.3229956571584176,0.7562700273699383
270-300MHz,285.333333,8,0.3283455076810159,0.7689742274158937
270-300MHz,285.466667,8,0.333638999216845,0.7806546453941261
270-300MHz,285.6,8,0.33951748408171845,0.7970959607070092
270-300MHz,285.733333,8,0.3452237285309055,0.8139765501674447
270-300MHz,285.866667,8,0.34939715126537735,0.8253120911651362
270-300MHz,286.0,8,0.3546133351224449,0.8377710494654662
270-300MHz,286.133333,8,0.36015972102079835,0.8520800002966652
270-300MHz,286.266667,8,0.3657674577621477,0.8641622349082176
270-300MHz,286.4,8,0.37072658670760295,0.8749506962284639
270-300MHz,286.533333,8,0.37603658058006395,0.8874847163016586
270-300MHz,286.666667,8,0.3815914845476676,0.899578939409913
270-300MHz,286.8,8,0.38734550668549544,0.9142227956651728
270-300MHz,286.933333,8,0.392588363011508,0.9289947753588441
270-300MHz,287.066667,8,0.3985113545692931,0.9449885999751233
270-300MHz,287.2,8,0.40561001194893825,0.9641078537308343
270-300MHz,287.333333,8,0.41263781904084146,0.982122876764955
270-300MHz,287.466667,8,0.4185310326900259,1.0009591922159728
270-300MHz,287.6,8,0.4249074235888214,1.0158154652689246
270-300MHz,287.733333,8,0.4317875771646238,1.0322483346094642
270-300MHz,287.866667,8,0.4382204270095101,1.04634608556488
270-300MHz,288.0,8,0.44527489919285657,1.0635986358134957
270-300MHz,288.133333,8,0.453241806383926,1.0797309469793264
270-300MHz,288.266667,8,0.4601935354972736,1.0977108772536337
270-300MHz,288.4,8,0.46689231679562104,1.1179048029971133
270-300MHz,288.533333,8,0.4726836372881427,1.1342566939542773
270-300MHz,288.666667,8,0.47980865287250407,1.1526130510309445
270-300MHz,288.8,8,0.48640161873238325,1.1702425348646002
